NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
MTO/BKQ-161;0023178;B.K. 13416 - PASEO PRADO;1;CAMPANA FREIDORA;         ;24-ENE-19;SF/A 300       ;; 11;  4;  6;;         ;;
MTO/BKQ-161;0023178;B.K. 13416 - PASEO PRADO;2;CAMPANA BROILER;         ;24-ENE-19;SF/A 300       ;;  7;  2;  4;;         ;;
MTO/BKQ-162;0023179;B.K. 19537 - TORRES QUEVEDO;1;CAMPANA FREIDIORA;         ; 1-FEB-16;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-162;0023179;B.K. 19537 - TORRES QUEVEDO;2;CAMPANA BROILER;         ; 1-FEB-16;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-163;0023180;B.K. 20842 - RIVAS;1;CAMPANA FREIDORA;         ;23-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-163;0023180;B.K. 20842 - RIVAS;2;CAMPANA BROILER; 1-ENE-14;23-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-164;0023181;B.K. 21676 - SAN FERNANDO DE HENARES;1;CAMPANA FREIDORA; 1-ENE-15; 9-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-164;0023181;B.K. 21676 - SAN FERNANDO DE HENARES;2;CAMPANA BROILER; 1-ENE-15; 9-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-165;0023182;B.K. 22070 - SEXTA AVENIDA;1;CAMPANA FREIDORA;         ; 1-FEB-16;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-165;0023182;B.K. 22070 - SEXTA AVENIDA;2;CAMPANA BROILER;         ; 1-FEB-16;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-166;0023183;B.K. 10927 - STA. MARIA CABEZA;1;CAMPANA FREIDORA;         ;15-MAY-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-166;0023183;B.K. 10927 - STA. MARIA CABEZA;2;CAMPANA BROILER;         ;15-MAY-19;SF/A 300       ;;  0;  0;  0;LT-30; 1-OCT-17;;
MTO/BKQ-167;0023184;B.K. 20841 - AVD. CONSTITUCION 100;1;CAMPANA FREIDORA;         ;19-JUN-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-167;0023184;B.K. 20841 - AVD. CONSTITUCION 100;2;CAMPANA BROILER;         ;19-JUN-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-168;0023185;B.K. 18520 - CTRA. LOECHES;1;CAMPANA FREIDORA;         ;16-MAY-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-168;0023185;B.K. 18520 - CTRA. LOECHES;2;CAMPANA BROILER3;         ;16-MAY-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-169;0023186;B.K. 22099 - TORREJON SHELL;1;CAMPANA FREIDORA; 1-ENE-15;13-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-169;0023186;B.K. 22099 - TORREJON SHELL;2;CAMPANA BROILER; 1-ENE-15;13-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-17;0023008;B.K.12872 - SAGUNTO - VALENCIA;1;CAMPANA FREIDORAS (3)         ; 1-DIC-99; 7-SEP-22;ANSUL          ;R-102;  9;  3;  5;LT-30; 1-MAY-05;32317               ;
MTO/BKQ-17;0023008;B.K.12872 - SAGUNTO - VALENCIA;2;CAMPANA BROILER               ; 1-DIC-99; 7-SEP-22;ANSUL          ;R-102;  5;  1;  4;LT-30; 1-NOV-05;32324               ;
MTO/BKQ-170;0023187;B.K.22076 - TRES CANTOS FS;1;CAMP.FREIDORA Y CAMP. BROILER ;         ;25-ENE-19;SF/A 300       ;TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-170;0023187;B.K.22076 - TRES CANTOS FS;2;CAMPANA BROILER;         ;25-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-171;0023188;B.K. 18580 - VALDERAS;1;CAMPANA FREIDORA;         ;17-JUN-19;SF/A 300       ;;  0;  0;  0;lt-30; 1-FEB-12;s-169740;
MTO/BKQ-171;0023188;B.K. 18580 - VALDERAS;2;CAMPANA BROILER;         ;17-JUN-19;SF/A 300       ;;  0;  0;  0;lt-30; 1-MAR-97;s-430570;
MTO/BKQ-172;0023189;B.K. 19539 - CONDESA VENADITO;1;CAMPANA FREIDORA;         ;11-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-172;0023189;B.K. 19539 - CONDESA VENADITO;2;CAMPANA BROILER;         ;11-ENE-19;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-173;0023190;B.K. 12743 - VIRGEN DEL PUERTO;1;CAMPANA FREIDORA;         ;17-NOV-22;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-173;0023190;B.K. 12743 - VIRGEN DEL PUERTO;2;CAMPANA BROILER3;         ;17-NOV-22;SF/A 300       ;;  0;  0;  0;;         ;;
MTO/BKQ-174;0023191;B.K.15349 - MANACOR;1;CAMP.FREIDORAS Y CAMP. BROILER;15-JUN-05;10-SEP-22;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK; 1-JUL-14;;
MTO/BKQ-175;0023192;B.K.13964 - CAN PASTILLA;1;CAMP. FREIDORAS Y CAMP.BROILER;10-AGO-01;23-NOV-22;ANSUL          ;R-102 TANDEM; 18;  4; 10;DOBLE TANK; 1-OCT-17;S-51794;
MTO/BKQ-176;0023195;B.K.22495 - SANT FELIU ;1;CAMP.FREIDORAS Y CAMP.BROILER;21-JUN-16; 1-DIC-16;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-177;0023194;B.K.22629 - PLAYA SAN JUAN (ALICANTE);1;CAMP.FREIDORAS Y CAMP.BROILER;30-JUN-16; 7-SEP-22;SF/A 300       ;TANDEM; 18;  5; 10;DOBLE TANK; 1-JUN-14;;
MTO/BKQ-178;0023193;B.K.22890 - EROSKI PALMA;1;CAMP. FREIDORAS Y CAMP. BROILR;27-JUL-16;25-JUL-22;SF/A 300       ;TµNDEM; 18;  0; 10;;         ;;
MTO/BKQ-179;0023196;B.K.22543 - VILANOVA I LA GELTRU;1;CAMP. FREIDORA Y CAMP. BROILER;17-AGO-16; 4-MAR-18;SF/A 300       ;TANDEM; 18;  5; 10;doble tank; 1-AGO-14;;
MTO/BKQ-18;0023132;B.K.20806 VILLARREAL - C.C. Carrefour;1;CAMP FREIDORAS Y CAMP BROILER;27-NOV-14;19-NOV-22;SF/A 300       ;TANDEM; 18;  5; 10;DOBLE TANK; 1-JUL-14;;
MTO/BKQ-180;0023197;B.K. 21679 - GRAN ALACANT;1;CAMP.BROILER Y CAMP.FREIDORAS;         ; 9-SEP-22;ANSUL          ;R-102 TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-181;0023199;B.K. 22079 - MATARO FS;1;CAMP.BROILER Y CAMP.FREIDORAS; 5-MAY-25; 5-ABR-18;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-182;0023198;B.K. 21257 - ABRERA;1;CAMP.BROILER Y CAMP.FREIDORAS;         ;12-ENE-18;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-183;0023215;B.K.18352 - HIPODROMO REPSOL;1;CAMP.FREIDORAS Y CAMP.BROILER;         ;11-ENE-19;ANSUL          ;R-102 TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-184;0023222;B.K.24620 - CC FAN IN LINE;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;11-MAY-20;ANSUL          ;R-102 TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-184;;COLEGIO JOAN VENY I CLAR;1;;         ;11-MAY-20;;;  0;  0;  0;;         ;;
MTO/BKQ-185;0023223;B.K.23708 - LA VILETA;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;23-NOV-22;ANSUL          ;R-102 TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-186;0023224;B.K.24188 - PALMA ARENA;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;23-NOV-22;ANSUL          ;R-102 TANDEM; 18;  5; 10;;         ;;
MTO/BKQ-187;0023209;B.K.23526 - LAS TABLAS;1;CAMPANA FREIDORA Y BROILER ;25-ENE-16;25-ENE-19;ANSUL          ;; 18;  5; 10;;         ;;
MTO/BKQ-188;0023217;B.K.18353 - SAN SEBASTIAN REPSOL;1;CAMPANA FREIDORA Y BROILER; 6-ENE-18;26-ENE-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-189;0023213;B.K.20372 - EL HIGUERON REPSOL (CORDOBA);1;CAMPANA FREIDORAS; 7-ENE-14;24-AGO-22;SF/A 300       ;; 11;  4;  6;LT-30;         ;;
MTO/BKQ-189;0023213;B.K.20372 - EL HIGUERON REPSOL (CORDOBA);2;CAMPANA BROILER; 7-ENE-14;24-AGO-22;SF/A 300       ;;  7;  2;  4;LT-30;         ;;
MTO/BKQ-19;0023023;;1;CAMPANA FREIDORAS (4)         ; 1-JUN-00; 2-ENE-19;ANSUL          ;R-102;  9;  3;  5;LT-30; 1-NOV-09;44210               ;
MTO/BKQ-19;0023023;;2;CAMPANA BROILER               ; 1-JUN-00; 2-ENE-19;ANSUL          ;R-102;  5;  1;  4;LT-30; 1-NOV-09;43823               ;
MTO/BKQ-190;0023227;B.K.24102 - PUERTOLLANO;1;CAMPANA FREIDORA Y BROILER ; 7-ENE-18;24-JUL-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-191;0023221;B.K.23759 - CARRETAS ;1;CAMPANA BROILER Y FREIDORA ;         ;25-ENE-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-192;0023231;B.K.25226 - RONDA TOLEDO;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;22-ABR-19;SF/A 300       ;TANDEM; 18;  6; 10;DOBLE TANK;         ;;
MTO/BKQ-193;0023225;B.K.23761 - GRANOLLERS RONDA SUD ;1;CAMPANA BROILER Y FREIDORA ;         ;         ;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-194;0023233;B.K.21854 - MURCIA CHURRA;1;CAMPANA BROILER Y FREIDORA ;         ;21-SEP-22;SF/A 300       ;; 18;  5; 10;DOBLE TANK; 1-DIC-17;;
MTO/BKQ-195;0023234;B.K.22077 - SANGONERA LA SECA;1;CAMPANA FREIDORA Y BROILER; 1-FEB-15; 1-AGO-22;SF/A 300       ;; 18;  5; 10;doble tank;         ;;
MTO/BKQ-196;0023235;B.K.18534 - ALBACENTER;1;CAMPANA FREIDORAS;         ; 3-AGO-22;ANSUL          ;R-102; 11;  4;  6;LT-30;         ;;
MTO/BKQ-196;0023235;B.K.18534 - ALBACENTER;2;CAMPANA BROILER;         ; 3-AGO-22;ANSUL          ;R-102;  7;  1;  4;LT-30;         ;;
MTO/BKQ-197;0023236;B.K.15454 - ALB IMAGINALIA;1;CAMPANA FREIDORAS; 1-FEB-17; 3-AGO-22;ANSUL          ;R-102; 11;  4;  6;LT-30;         ;;
MTO/BKQ-197;0023236;B.K.15454 - ALB IMAGINALIA;2;CAMPANA BROILER; 1-FEB-17; 3-AGO-22;ANSUL          ;R-102;  7;  2;  4;LT-30;         ;;
MTO/BKQ-198;0023237;B.K.14229 - ALB TEJARES;1;CAMPANA BROILER ;         ; 3-AGO-22;SF/A 300       ;;  7;  2;  4;LT-30;         ;;
MTO/BKQ-198;0023237;B.K.14229 - ALB TEJARES;2;CAMPANA FREIDORAS;         ; 3-AGO-22;SF/A 300       ;TANDEM; 13;  4;  7;DOBLE TANK;         ;;
MTO/BKQ-199;0023232;B.K.24103 - JUNQUERA;1;CAMPANA BROILER Y FREIDORA ;         ;         ;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-20;0023022;B.K.13509 - BENIDORM V  FINESTRAT;1;CAMPANA FREIDORAS (3)         ; 1-SEP-00; 9-JUN-20;ANSUL          ;R-102;  9;  3;  5;                    ;         ;                    ;
MTO/BKQ-20;0023022;B.K.13509 - BENIDORM V  FINESTRAT;2;CAMPANA BROILER               ; 1-SEP-00; 9-JUN-20;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
MTO/BKQ-201;0023238;B.K.22854 - SANT CELONI;1;CAMP. FREIDORAS Y CAMP.BROILER;22-ENE-18;         ;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-203;0023218;B.K.23052 - PARLA ERMITA;1;CAMPANA FREIDORA Y BROILER; 1-ENE-18;21-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-204;0023226;B.K.23704 - PILAR DE LA HORADADA ;1;CAMPANA FREIDORA Y BROILER ; 1-ENE-18;12-OCT-22;SF/A 300       ;;  2;  5;  2;;         ;;
MTO/BKQ-205;0023248;B.K.23701 - SAUQUILLO FUENLABRADA;1;CAMPANA FREIDORA Y BROILER ;         ;24-FEB-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-206;0023240;B.K.23707 - SAMBIL;1;CAMPANA BROILER Y FREIDORA ;         ;20-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-207;0023249;B.K.23061 - SANTA SUSANA;1;CAMP.FREIDORAS Y CAMP. BROILER;23-FEB-18;         ;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-208;0023250;B.K.16312 - GANDIA Pß GERMANIAS;1;CAMPANA FREIDORAS;10-ENE-08;12-NOV-22;ANSUL          ;R-102; 11;  3;  6;; 1-FEB-07;001321;
MTO/BKQ-208;0023250;B.K.16312 - GANDIA Pß GERMANIAS;2;CAMPANA BROILER;10-ENE-08;12-NOV-22;ANSUL          ;R-102;  5;  2;  4;; 1-FEB-07;004562;
MTO/BKQ-209;0023204;B.K.22891 - VALDEBEBAS;1;CAMPANA BROILER Y FREIDORA; 1-ENE-18;19-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-21;0023009;B.K.13675 - SEDAVI - VALENCIA;1;CAMPANA FREIDORAS             ; 1-OCT-00;28-OCT-22;ANSUL          ;R-102; 11;  4;  6;LT-30;         ;                    ;
MTO/BKQ-21;0023009;B.K.13675 - SEDAVI - VALENCIA;2;CAMPANA BROILER               ; 1-OCT-00;28-OCT-22;ANSUL          ;R-102;  5;  1;  4;LT-30;         ;                    ;
MTO/BKQ-210;0023247;B.K.23763 - SINESIO DELGADO;1;CAMPANA BROILER Y FREIDORA;         ;23-FEB-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-211;0023246;B.K.15350 - BARAJAS;1;CAMPANA BROILER Y FREIDORA ;         ;19-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-212;0023245;B.K.16701 - PARLA ESTE;1;CAMPANA BROILER Y FREIDORA;         ;21-MAR-19;SF/A 300       ;; 17;  5;  9;;         ;;
MTO/BKQ-213;0023244;B.K.18549 - PARLA FERIAL;1;CAMPANA FREIDORA Y BROILER;         ;21-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-214;0023243;B.K.19542 - FUENLABRADA NARANJO;1;CAMPANA FREIDORA Y BROILER ;         ;20-MAR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-215;0023242;B.K.23706 - BENIDORM JAIME I;1;CAMPANA FREIDORA Y BROILER; 1-ENE-18; 8-SEP-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-216;0023229;B.K.24093 - ALCASSER;1;CAMPANA BROILER Y FREIDORAS; 5-MAR-18; 4-AGO-22;SF/A 300       ;TµNDEM; 18;  6; 10;DOBLE TANK0; 1-NOV-17;SF;
MTO/BKQ-217;0023200;B.K.22081 - COLLADO VILLALBA;1;CAMPANA FREIDORA Y BROILER;         ;26-ABR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-218;0023214;B.K.18349 - GALAPAGAR REPSOL;1;CAMPANA FREIDORA Y BROILER;         ;29-ABR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-219;0023220;B.K.23398 - BCN ZONA FRANCA;1;CAMPANA FREIDORA Y BROILER;         ; 1-ABR-18;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-22;0023010;B.K.13783 - PETRER - ALICANTE;1;CAMP.FREIDORAS CAMP. BROILER ;10-ENE-01;17-NOV-22;SF/A 300       ;TANDEM; 18;  5; 10;DOBLE TANK; 1-SEP-18;49549               ;
MTO/BKQ-220;0023208;B.K.22474 - ISAAC PERAL;1;CAMPABA FREIDORA Y BROILER;         ;30-ABR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-221;0023253;B.K.23702 - ARANJUEZ ;1;CAMPANA FREIDORA Y BROILER;         ;22-ABR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-222;0023254;B.K.23760 - AZUQUECA DE HENARES;1;CAMPANA FRIDORA Y BROILER;         ;12-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-223;0023255;B.K.18632 - AGUAS VIVAS;1;CAMPANA FREIDORA ;         ;11-NOV-22;SF/A 300       ;; 11;  4;  6;LT-30;30-MAR-13;;
MTO/BKQ-223;0023255;B.K.18632 - AGUAS VIVAS;2;CAMPANA BROILER;         ;11-NOV-22;SF/A 300       ;;  7;  1;  4;;         ;;
MTO/BKQ-224;0023256;B.K.16819 - ESPARTALES;1;CAMPANA FREIDORA Y BROILER ;         ;23-ABR-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-225;0023257;B.K.16296 - FERIAL PLAZA;1;CAMPANA FREIDORA Y BROILER ;         ;12-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-226;0023258;B.K.14647 - VIRGEN DEL AMPARO;1;CAMPANA FREIDORA Y BROILER ;         ;11-NOV-22;SF/A 300       ;; 11;  4;  6;LT-30;         ;;
MTO/BKQ-226;0023258;B.K.14647 - VIRGEN DEL AMPARO;2;CAMPANA BROILER;         ;11-NOV-22;SF/A 300       ;;  7;  2;  4;;         ;;
MTO/BKQ-227;0023259;B.K.23700 - RAMBLA NOVA;1;CAMPANA FREIDORA Y BROILER ;         ;         ;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-228;0023260;B.K.22787 - EL VENDRELL NORTE;1;CAMPANA FREIDORA Y BROILER ;         ; 4-DIC-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-229;0023261;B.K.22974 - CASTELLON HOSPITAL;1;CAMPANA FREIDORA Y BROILER ;         ;26-OCT-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-23;0023016;B.K.13856 - DENIA ALICANTE;1;CAMPANA FREIDORAS (4)         ; 1-JUL-01;12-NOV-22;ANSUL          ;R-102;  9;  3;  5;LT-30; 1-MAY-01;54113 ANSUL;
MTO/BKQ-23;0023016;B.K.13856 - DENIA ALICANTE;2;CAMPANA BROILER               ; 1-JUL-01;12-NOV-22;ANSUL          ;R-102;  5;  1;  4;LT-30; 1-MAY-01;51824 ANSUL         ;
MTO/BKQ-230;0023262;B.K.23703 - MANISES;1;CAMPANA FREIDORA Y BROILER;         ;10-OCT-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-231;0023263;B.K.22969 - PATERNA PARQUE TECNOLOGICO;1;CAMPANA BROILER Y FREIDORA ;         ;28-OCT-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-232;0023264;B.K.24623 - SAN ANTONIO BENAGEBER;1;CAMPANA FREIDORA Y BROILER ;         ;20-OCT-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-233;0023265;B.K.19434 - ALB AUTOVIA 31;1;CAMPANA FREIDORA Y BROILER;         ;20-NOV-22;SF/A 300       ;; 11;  4;  6;LT-30;         ;;
MTO/BKQ-233;0023265;B.K.19434 - ALB AUTOVIA 31;2;CAMPANA BROILER ;         ;20-NOV-22;SF/A 300       ;;  7;  1;  4;LT-30;         ;;
MTO/BKQ-234;0023266;B.K.24094 - MOLINA DE SEGURA;1;CAMPANA FREIDORA Y BROILER ;         ;18-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-235;0023228;B.K.24185 - ALCOY FS ;1;CAMP. FREIDORAS Y CAMP.BROILER; 5-ABR-18; 4-OCT-22;SF/A 300       ;TANDEM; 18;  6; 10;doble tank; 1-NOV-17;sf;
MTO/BKQ-236;0023206;B.K.22972 - OASIS FUENLABRADA;1;CAMP. FREIDORA CAMP BROILER;         ;15-MAY-19;SF/A 300       ;; 18;  5; 10;doble tank;         ;;
MTO/BKQ-237;0023207;B.K.22078 - COLMENAR VIEJO;1;CAMP. FREIDORA Y CAMP. BROILER;         ;22-MAY-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-238;0023212;B.K.18348 - CIEMPOZUELOS REPSOL;1;CAMP. BROILER Y FREIDORA;         ;16-MAY-19;SF/A 300       ;; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-239;0023268;B.K.23767 - ALTOS DEL RETIRO;1;CAMPANA FREIDORA Y BROILER;         ;15-MAY-19;SF/A 300       ;; 18;  5; 10;doble tank;         ;;
MTO/BKQ-24;0023005;B.K.14286 - ALICANTE IV - VISTAHERMOSA;1;CAMPANA FREIDORAS             ;26-JUN-02;17-NOV-22;ANSUL          ;R-102; 11;  3;  6;86581 DEL 05/02     ;         ;                    ;
MTO/BKQ-24;0023005;B.K.14286 - ALICANTE IV - VISTAHERMOSA;2;CAMPANA BROILER               ;26-JUN-02;17-NOV-22;ANSUL          ;R-102;  7;  1;  4;86585 DEL 05/02     ;         ;                    ;
MTO/BKQ-240;0023269;B.K.22075 - L'AMETLLA DEL VALLES;1;CAMPANA FREIDORA Y BROILER;         ; 1-MAY-18;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-240;0023269;B.K.22075 - L'AMETLLA DEL VALLES;1;CAMP.FREIDORAS Y CAMP. BROILER;12-FEB-19;         ;ANSUL          ;R-102 TANDEM; 18;  6; 10;DOBLE TANK;         ;;
MTO/BKQ-241;0023270;B.K.23769 - CAMBRILS;1;CAMPANA BROILER Y FREIDORA ;         ; 1-MAY-18;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-242;0023271;B.K.22970 - SAN PEDRO DEL PINATAR;1;CAMPANA BROILER Y FREIDORAS ;         ; 3-JUN-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-243;0023272;B.K.23402 - MURCIA CIUDAD JUSTICIA;1;CAMPANA BROILER Y FREIDORAS;         ;19-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-244;0023273;B.K.22537 - AGUILAS;1;CAMPANA BROILER Y FREIDORA;         ;20-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-245;0023147;B.K.15616 - AEROPUERTO DE PALMA;1;CAMPANA BROILER Y FREIDORA ;         ; 1-MAY-18;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-245;0023392;B.K.18968 - ALCORCON ENSANCHE;1;CAMP.FREIDORAS Y CAMP. BROILER;         ;         ;ANSUL          ;R-102 TANDEM; 18;  6; 10;;         ;;
MTO/BKQ-246;0023275;B.K.24187 - CULLERA LIDL;1;CAMPANA BROILER Y FREIDORA ;         ;13-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-247;0023276;B.K.23400 - VAL RUZAFA;1;C. BROILER + C. FREIDORA;         ; 9-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-248;0023219;B.K. 25024 - PLAZA IMPERIAL - SABADELL;1;CAMP.FREIDORAS Y CAMP. BROILER;30-ABR-19;         ;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-249;0023210;B.K.23588 - VALDEPE•AS;1;CAMPANA BROILER + FREIDORAS;23-ABR-18;14-JUN-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-25;0023011;B.K.14529 - TORREVIEJA - ALICANTE;1;CAMPANA FREIDORAS             ;28-MAR-03;10-SEP-22;ANSUL          ;R-102; 11;  3;  6;247243 12/02        ;         ;                    ;
MTO/BKQ-25;0023011;B.K.14529 - TORREVIEJA - ALICANTE;2;CAMPANA BROILER               ;28-MAR-03;10-SEP-22;ANSUL          ;R-102;  7;  1;  4;247242 12/02        ;         ;                    ;
MTO/BKQ-250;0023267;B.K. 25025 BCN VIRREI AMAT;1;CAMP. FREIDORAS Y CAMP.BROILER; 2-MAR-18;         ;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-251;0023252;B.K. 24606 - L'ESCALA;1;CAMP.FREIDORAS Y CAMP. BROILER;22-MAR-18;         ;ANSUL          ;R-102 TANDEM; 18;  5; 10;DOBLE TANK;         ;;
MTO/BKQ-252;0023203;B.K.22628 - CIUDAD REAL;1;CAMPANA BROILER Y freidoras;         ;13-JUN-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-253;0023205;B.K.23401 - TOLEDO RIO JARAMA;1;CAMPANA BROILER Y FREIDORA;         ; 4-JUN-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-254;0023211;B.K.20448 - ARROYOMOLINOS REPSOL;1;CAMPANA BROILER Y FREIDORA;         ;21-JUN-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-255;0023216;B.K.18350 - MOSTOLES REPSOL;1;CAMPANA BROILER Y FREIDORA;         ;21-JUN-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-256;0023179;B.K. 19537 - TORRES QUEVEDO;1;CAMPANA BROILER Y FREIDORAS;         ;21-JUN-19;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-257;0023277;B.K.21494 - BENICASIM;1;CAMPANA BROILER Y FREIDORAS ;         ;26-OCT-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-258;0023251;B.K.15608 - GANDIA CC LA VITAL;1;CAMPANA BROILER Y FREIDORAS;         ; 9-JUN-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-259;0023278;B.K.21495 - GANDIA FS;1;CAMPANA BROILER Y FREIDORAS ;         ;30-MAY-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-26;0023026;B.K.14903 - ALICANTE V - SANT VICENT ;1;CAMP.FREIDORAS + CAMP. BROILER;28-MAY-04;20-JUL-22;ANSUL          ;R-102 TANDEM; 18;  5; 10;DEBLE TANK; 1-AGO-13;S-001392;
MTO/BKQ-260;0023279;B.K.22080 - XATIVA;1;CAMPANA BROILER Y FREIDORA ;         ;14-NOV-22;SF/A 300       ;; 18;  5; 10;;         ;;
MTO/BKQ-261;0023285;B.K.24607 - LAGUNA DEL DUERO;1;CAMP.FREIDORAS Y CAMP. BROILER; 6-JUN-18;30-OCT-22;SF/A 300       ;TANDEM; 18;  6; 10;DOBLE TANK; 1-OCT-17;12296;
