NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;
SF-2005-11-05;2584002;C.E.I.P.  PONENT;1;CAMPANA PRINCIPAL             ;                    ; 1-SEP-15;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-08;2150;REST. ASADOR DE ARANDA - AV. TIBIDABO;1;CAMPANA PARED 3,60 MT COC.PRAL;2014; 1-MAR-25;L 5023; 1-MAR-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-09;2150001;REST. LA TORRE DE L'HEREU;1;CAMPANA PARED 8,5 MTS         ;                    ; 1-JUL-15;LOTE-5018; 1-FEB-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-10;1505001;REST. ASADOR DE ARANDA - C/ Pau Claris;1;CAMPANA PARED 2,5 MTS. 1¶ PL;                    ; 1-JUL-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-10;1505001;REST. ASADOR DE ARANDA - C/ Pau Claris;2;CAMPANA PARED 2,90 Mts SOTANO ;2004;31-JUL-25;L-5023  03/4;31-JUL-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-11;1505;REST. ASADOR DE ARANDA  C/LONDRES;1;CAMPANA PARED 3 MTS.;2004; 1-JUL-25;L-5018; 1-FEB-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-18;2245;REST. EL PALADEO;1;CAMPANA CENTRAL               ;                    ; 1-FEB-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-21;2118;COLEGIO RELIGIOSAS DE MARIA INMACULADA;1;CAMPANA CENTRAL 4x2,20        ;2020; 1-ABR-30;LIQUIDO AZUL HE; 1-MAY-20;
;;;;;Nß09107 FE.19/2/09; 1-ENE-22;APC  SF/P 260; 1-ABR-11;
;;;;;;         ;;         ;
SF-2005-11-22;2370;AGENCIA ESPA•OLA COOPERACION INTERNAC.;1;CAMPANA MURAL 3 m ;2006; 1-FEB-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-28;2381;REST. EL CELLER DEL PADRI;1;CAMPANA CENTRAL ADISA         ;                    ; 1-AGO-15;L-5052         ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-28;2381;REST. EL CELLER DEL PADRI;2;CAMPANA PARED ADISA           ;                    ; 1-AGO-15;5050           ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-41;4293;HOTEL PASEO DEL ARTE;1;CAMPANA CENTRAL 4 MTS         ;F-2004              ; 1-NOV-15;L- 5069 de Jul-;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-11-41;4293;HOTEL PASEO DEL ARTE;2;CAMPANA PARED                 ;f-2004              ; 1-NOV-15;L-5069 Jul-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-12-02;1362;REST. EL PI ANTIC;1;CAMPANA PRINCIPAL             ;07010 OCT-04        ; 1-NOV-15;L-5050   ; 1-MAY-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-12-06;2326;GALLERY ART & FOOD;1;CAMPANA CENTRAL 3,50 MTS      ;                    ; 1-ABR-11;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-12-09;2568;CEIP MATAGALLS;1;CAMPANA PRINCIPAL             ;                    ; 1-SEP-15;L-5026 x 2 ; 1-MAR-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-12-12;2466;REST. GAUCHO'S;1;CAMPANA PARED                 ;                    ; 1-NOV-21;L-5069   ; 1-JUL-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2005-12-14;1261;AMO MANUFACTURING SPAIN, S.L.U.;1;CAMPANA CENTRAL               ;                    ; 1-AGO-14;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-01;2758;PURAC BIOQUIMICA;1;CAMPANA PARED 4,5 m ;MAY-05              ; 1-MAY-26;LIQUIDO AZUL HE; 1-ABR-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-02;0344001;CEIP  L'OLIVERA;1;CAMPANA PRINCIPAL             ;12/2004             ; 1-NOV-15;L-5037 May-05  ;         ;
;;;;;2012 (deposito 1.5); 1-JUL-22;;         ;
;;;;;;         ;;         ;
SF-2006-01-04;2230;VAN GOGH CAFE MADRID;1;CAMPANA DE PARED              ;00622010 FE.29/6/10; 1-ENE-22;APC SF/P450; 1-ABR-11;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-08;2584003;ESCOLA BRESSOL CAN ROCA;1;CAMPANA DE PARED 3 m ;                    ; 1-MAR-16;L-5069   ; 1-MAY-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-09;2452;HOTEL AVENIDA PALACE;1;CAMPANA CENTRAL  5,30 MTS     ;2005; 1-JUL-25;L-5023; 1-MAR-15;
;;;;;2005; 1-JUL-25;L-5023; 1-MAR-15;
;;;;;;         ;;         ;
SF-2006-01-10;2046;HOTEL PUERTA CASTILLA;1;CAMPANA MURAL DE 4,9 X 1,1    ;12135-34 DE FEB.03  ; 1-ABR-10;L-2032 DE JUL 0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-10;2046;HOTEL PUERTA CASTILLA;2;CAMPANA CENTRAL 3,15 X 2,40   ;12175-32 DE MAYO-03 ; 1-ABR-10;L-3046 de jul-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-18;2495;BURGER KING CASTILLEJA;1;CAMPANA FREIDORAS (3)         ;2004                ; 1-DIC-15;L-5069 Jul-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-01-18;2495;BURGER KING CASTILLEJA;2;CAMPANA BROILER               ;F-2004              ; 1-DIC-15;L-5069 jul-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-02-03;2499;RESIDENCIA IBERDROLA - CORTES DE PALLAS;1;CAMPANA CENTRAL 2,20 MTS      ;2005                ; 1-DIC-15;L-5069 Jul-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-02-05;2605;IBERDROLA  - EDIFICIO EIMA;1;CAMPANA DE PARED              ;                    ; 1-OCT-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-02-05;2605;IBERDROLA  - EDIFICIO EIMA;2;CAMPANA PARED                 ;                    ; 1-OCT-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-02-06;1177;B.K. 11701 - LINARES JAEN;1;CAMPANA FREIDORAS             ;2016; 1-FEB-26;L-5092; 1-SEP-15;
;;;;;2016; 1-FEB-26;L-5092; 1-SEP-15;
;;;;;;         ;;         ;
SF-2006-02-09;0890004;ORONA;1;CAMPANA CENTRAL 4,20 m ;                    ; 1-FEB-16;L-5100 de Oct.0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-03;2701;ESC.INF.MAS BEBES SOTO DE LA MORALEJA;1;CAMPANA CENTRAL               ;09114-24 NOV-03     ; 1-MAY-10;L-4028 Mar-04  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-06;2664;HOTEL OLIVIA PLAZA;1;CAMPANA PARED DE 3 MTS        ;2005                ; 1-FEB-16;L-5100 mde oct-;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-07*B;0175001;USAGE DE LA DEFENSA GRUPO ESCUELAS;1;CAMPANA CENTRAL  4200x2200    ;F-2004              ; 1-DIC-11;L-5050 Jun-05+L;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-08;4575;SILGAN DISPENSING SYSTEMS BARCELONA;1;CAMPANA PARED                 ;2010; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-09;2804;DREAMS OPEN BAR;1;CAMPANA PARED 5 m ;                    ; 1-SEP-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-10;0344002;CEIP GERBERT D'ORLHAC;1;CAMPANA CENTRAL 2,60 m ;1204117 del 25-1-03 ; 1-AGO-13;L-2105 de 12/20;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-11;3124;ESCUELA INFANTIL EL BOSQUE;1;CAMPANA CENTRAL 2,5 m;CE 2004; 1-DIC-15;L5050; 1-JUN-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-19;2616;HOTEL CAMPANILE LAS ROZAS;1;CAMPANA DE PARED 4,36 MTS     ;2004                ; 1-NOV-15;L-5069 Jul-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-20;0031003;HOTEL NOVOTEL SANT CUGAT;1;CAMPANA PARED 3,20 m ;                    ; 1-ABR-15;L-5100 de Oct.0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-21;2759;PIZZA HUT - AQUITANIA - MADRID;1;CAMPANA PARED 1,70 m ;                    ; 1-MAR-15;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-23;2776;REST. GAMBRINUS - ALCORCON;1;CAMPANA MURAL 2,70 m ;2004                ; 1-OCT-11;L-5069 Jul-05  ; 1-JUL-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-28;2687;HOTEL PALACIO DE LA LLOREA;1;CAMPANA CENTRAL 2,30 MTS      ;F-2004              ; 1-FEB-16;L- 5050 de Jun-;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-29;2619;RESIDENCIA MAYORES DE ALGETE;1;CAMPANA CENTRAL 2,70x1,90 MTS ;2005; 1-NOV-25;L-5054; 1-DIC-04;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-31;2796;REST. TRAVI DEL PORT;1;CAMPANA CENTRAL 2,65 m ;12-02-04            ;         ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-33;2880;HOTEL VINCCI LA PLANTACION DEL SUR;1;CAMPANA CENTRAL 4,4 m;                    ; 1-MAR-16;L-4039 May-04  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-33;2880;HOTEL VINCCI LA PLANTACION DEL SUR;2;CAMPANA PARED 2,5 m;                    ; 1-MAR-16;L-3046 de may-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-36;2617;SOCIEDAD ESPA•OLA DE CARBUROS METALICOS;1;CAMPANA "DOMESTICA" 0,60 m ;2009; 1-JUN-29;LIQUIDO AZUL HE; 1-MAY-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-47;2537;POLLENTIA CLUB RESORT;1;SAUNA                         ;2005                ; 1-MAR-16;L-5018 feb-05  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-03-48;2383002;RESIDENCIA HERMANITAS ANCIANOS;1;CAMPANA CENTRAL AUTOLIMPIABLE ;                    ; 1-OCT-14;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-04-04;2719;REST. BURELA;1;CAMPANA MURAL 3,70 MTS        ;                    ; 1-DIC-17;LOTE L-7002; 1-ENE-07;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-04-08-B;2918;ROSTISSERIA ESPU-CARN;1;CAMPANA CENTRAL 5 x 2 m;; 1-MAY-16;L-5063; 1-JUL-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-04-10;8013;;1;CAMPANA PARED 3,75 Mts.       ;              ; 1-ABR-16;L-6013 ; 1-FEB-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-04-12;2517;CAFETERIA  SOLMAR;1;CAMPANA PARED 3 m ;2006; 1-MAR-26;L-5043 ; 1-MAY-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-03;2660;RESIDENCIA FELIX LLOBET I NICOLAU;1;CAMPANA CENTRAL 2,10 m ;                    ; 1-FEB-15;L-4110 de dic-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-08;2769;REST. GUINDILLA DEL BORN;1;CAMPANA PARED DE 3,50 m INT.;2005                ; 1-MAY-26;LIQUIDO AZUL HE; 1-ABR-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-10;0524001;SIEMENS, S.A. / TRES CANTOS;1;CAMPANA CENTRAL 2,5 m ;                    ; 1-ABR-11;L-6013 Feb-06 +;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-12;0890002;HOSP. PSIQUIATRICO SAN JUAN DE DIOS;1;AMPANA CENTRAL 3,5 m;2009; 1-NOV-29;LIQUIDO AZUL HE; 1-SEP-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-23;0890;HOTEL MARIA CRISTINA;1;CAMPANA PASTELERIA            ;                    ; 1-OCT-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-23;0890;HOTEL MARIA CRISTINA;2;CAMPANA CONDIMENTACI”N        ;                    ; 1-OCT-09;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-05-23;0890;HOTEL MARIA CRISTINA;3;CAMPANA RTE. SAIGON ;1218811 FE.25/3/09; 1-JUL-22;L-2026; 1-MAR-12;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-02;2795;CASINO DE ASTURIAS;1;CAMPANA PARED 2,20 m ;2004                ; 1-FEB-26;L-5050 Jun-05  ;15-FEB-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-03;1037003;B.K. 12642 - SA COMA MALLORCA;2;CAMPANA BROILER               ;6026-2005           ; 1-JUN-16;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-17;1197;;1;CAMPANA FREIDORAS (3)         ;                    ; 1-JUN-16;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-17;1197;;2;CAMPANA BROILER               ;                    ; 1-JUN-16;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-18;4069;BK 8570 - GAVIOTAS;1;CAMP.FREIDORAS(3)+CAMP.BROILER;2013; 1-ABR-25;L-4126; 1-DIC-14;
;;;;;2014; 1-ABR-25;L-4126; 1-DIC-14;
;;;;;;         ;;         ;
SF-2006-06-19;2435;B.K. 14637 OCIMAX - MALLORCA;1;CAMP.FREIDORAS Y CAMP. BROILER;2003; 1-ABR-23;L-2044; 1-ABR-01;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-20;4075;BK 13328 - NORTE PUERTO ALCUDIA;1;CAMPANA FREIDORAS (3)         ;2005                ; 1-JUN-16;L-6123 05-06   ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-20;4075;BK 13328 - NORTE PUERTO ALCUDIA;2;CAMPANA BROILER               ;2005                ; 1-JUN-16;L-6123 05-06   ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-21;2181;B.K. 14307 - PORT POLLENÄA MALLORCA;2;CAMPANA BROILER               ;;         ;liquido azul he; 1-MAY-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-06-27;2883;HOTEL & SPA IBB ARAGON HILLS;1;CAMPANA CENTRAL 3,5 m ;                    ; 1-ABR-16;L-6013 feb-06 +;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-03;1037;B.K. 12529 - CALA BONA  BALEARES;1;CAMPANA FREIDORAS (3)         ;                    ;         ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-03;1037;B.K. 12529 - CALA BONA  BALEARES;2;CAMPANA BROILER               ;                    ;         ;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-05;2797;RESIDENCIA DE ESTUDIANTES AGORA;1;CAMPANA CENTRAL 2,20 m ;2006; 1-DIC-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-05;2797;RESIDENCIA DE ESTUDIANTES AGORA;2;CAMPANA DE PARED 2,65 m ;2006; 1-DIC-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-08;2602;NH IMPERIAL PLAYA;1;CAMPANA CENTRAL 4,5 MTS       ;F-2005              ; 1-ABR-16;L7051; 1-MAY-07;
;;;;;; 1-ABR-16;L7051; 1-MAY-07;
;;;;;;         ;;         ;
SF-2006-07-17;1320001;CAFETERIA - C/ ALMAGRO, Nß 33;1;CAMPANA DE PARED 3,40 m ;2005                ; 1-JUN-16;LT-5100 Otc-05 ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-19;2538001;CLUB DE CAMPO - COCINA INFANTIL;1;CAMPANA PARED 3,70 m ;Nß01095639 f.27/9/16; 1-MAY-27;liquido azul he; 1-ABR-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-07-20;2171001;COLEGIO MEJICO;1;CAMPANA CENTRAL 4,50 MTS      ;                    ; 1-JUN-12;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-08-02;2666;REST. EL PARC;1;CAMPANA PARED HORNO+BASCULANTE;0202436 02/05 ; 1-JUL-16;L-6023 ; 1-MAR-06;
;;;;;0202434 04/05; 1-JUL-16;L-6023; 1-MAR-06;
;;;;;;         ;;         ;
SF-2006-08-11;1971;COLEGIO MAYOR ELIAS AHUJA;1;CAMPANA CENTRAL 5 MTS         ;2004                ; 1-JUL-16;L-6013 x 2 ; 1-FEB-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-09-01;2811;REST. TAPELIA - CORDOBA;1;CAMPANA PARED 5,2 m ;2006                ; 1-AGO-16;L-6013    ; 1-FEB-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-09-04;3018;BALNEARIO DE LA HERMIDA;1;CAMPANA CENTRAL 3,5 m ;02068-34            ; 1-AGO-16;L-6013 02-06   ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-09-05;1991001;HOTEL SILKEN CIUDAD DE GIJON;1;CAMPANA CENTRAL 2,80 m SOTANO;Nß010893 F.29/8/16; 1-NOV-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-09-05;1991001;HOTEL SILKEN CIUDAD DE GIJON;2;CAMPANA PARED 3,70 m HORNO;2005                ; 1-NOV-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-09-05;1991001;HOTEL SILKEN CIUDAD DE GIJON;3;CAMPANA PARED 3,45 m - PB;Nß010893 F.29/8/16; 1-NOV-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-06;1972;COLEGIO MAYOR MENDEL;1;CAMPANA CENTRAL 3,40 MTS      ;04099               ; 1-SEP-16;L-6049    ; 1-JUN-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-06;1972;COLEGIO MAYOR MENDEL;2;CAMPANA PARED 4 MTS           ;                    ; 1-SEP-16;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-09;2684;B.K. 15680 - C.C. CAUDALIA - MIERES;1;CAMPANA FREIDORAS             ;2005                ; 1-AGO-16;L-6050 06-06   ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-09;2684;B.K. 15680 - C.C. CAUDALIA - MIERES;2;CAMPANA BROILER               ;2005                ; 1-AGO-16;60-B 02-06     ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-10;2713;PARRILLA DE MARIA;1;CAMPANA PARED 2,5 m ;2005                ; 1-DIC-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;2004; 1-DIC-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
SF-2006-10-15;2940;REST. EL ZAGUAN;1;CAMPANA CENTRAL 3,40 m;; 1-AGO-16;L6088; 1-OCT-06;
;;;;;; 1-AGO-16;L7023; 1-FEB-07;
;;;;;;         ;;         ;
SF-2006-10-17;2911;ESCOLA BRESSOL L'ACIS;1;CAMPANA PARED 1,5 m ;2005                ; 1-OCT-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-18;2981;ESCOLA BRESSOL MUNICIPAL DE LA GARRIGA;1;CAMPANA CENTRAL 2,50 m;2006; 1-SEP-16;LOTE L-6050; 1-JUN-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-26;2870;HOTEL PETIT PALACE OPERA GARDEN;1;CAMPANA PARED 2 m ;2005                ; 1-SEP-16;L-6013 Feb/06  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-27;2816;CENTRO OCUPACIONAL EL TELAR;1;CAMPANA CENTRAL 5 m ;2005; 1-NOV-26;LIQUIDO AZUL HE; 1-SEP-16;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-10-32;1247001;REST. AROLA;1;CAMPANA CENTRAL 5,60x2,40 m;fax ilegible        ; 1-SEP-15;L-5026   ; 1-MAR-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-01;2826;REST. EL PUCHERO DE BARALANTRA;1;CAMPANA DE PARED 4,5 m ;                    ; 1-JUL-16;L-6023 de 03/06;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-02;3996;CENTRE FORUM DE L'HOSPITAL DEL MAR;1;CAMP. CENTRAL FREIDORAS 3,40 m;2005; 1-JUL-25;L-5023 ; 1-MAR-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-02;3996;CENTRE FORUM DE L'HOSPITAL DEL MAR;2;CAMP. CENTRAL MARMITAS  4 m;2005; 1-JUL-25;L-5023 ; 1-MAR-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-02;3996;CENTRE FORUM DE L'HOSPITAL DEL MAR;3;CAMP. PARED CAFETERIA 1,5 m;2005; 1-JUL-25;L-5023 ; 1-MAR-15;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-03;2584004;C.E.I.P.  PRESIDENT SALVANS;1;CAMPANA CENTRAL 3,70 m ;004099 06/06        ; 1-NOV-16;L-6045    ; 1-JUN-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-04;2584005;C.E.I.P. BISBAT EGARA;1;CAMPANA CENTRAL 2,40 m ;                    ; 1-AGO-16;L-6025         ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-07;2716;COLEGIO ANDEL;1;CAMPANA PARED                 ;F-2005              ; 1-SEP-16;L-6050 06/06   ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-08;3119;COLEGIO TAGUS;1;CAMPANA PARED                 ;F/2005-2006         ; 1-SEP-16;L-6050         ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-09;0108;REST. LOS DOS CABALLEROS;1;CAMPANA PARED PARRILLA ;                    ; 1-OCT-16;L-6045; 1-JUN-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-13;2799;GRAN CASINO CARTAGENA;1;CAMPANA PARED 2 m - OFICIO BAR;2004                ; 1-OCT-16;L-6049 Jun-06  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-13;2799;GRAN CASINO CARTAGENA;2;CAMPANA CENTRAL - SHOW COOKING;2005                ; 1-OCT-16;L-6049 Jun-06  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-11-13;2799;GRAN CASINO CARTAGENA;3;CAMPANA PARED 5,25 m -COCINA;2005                ; 1-OCT-16;L-6045 Jun-06  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2006-12-02;4704;COLEGIO PE•AMAYOR;1;CAMPANA CENTRAL 3,20 m ;2006; 1-OCT-26;liquido azul he ; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-019;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL;11082/4; 1-MAY-13;L7012; 1-ENE-07;
;;;;;; 1-MAY-13;L6196; 1-OCT-06;
;;;;;;         ;;         ;
SF-2007-01-02;0796002;HOSPITAL PROVINCIAL DE LA MISERICORDIA;1;CAMPANA CENTRAL;2004; 1-JUL-15;L-5018 x 2; 1-FEB-05;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-04;1221;HOTEL LE MERIDIEN BARCELONA;1;CAMPANA CENTRAL 4,05 MTS      ;2007; 1-JUL-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-04;1221;HOTEL LE MERIDIEN BARCELONA;2;CAMPANA PARED 1,5 MTS         ;2007; 1-JUL-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-04;1221;HOTEL LE MERIDIEN BARCELONA;3;CAMPANA PARED 3 MTS.          ;2007; 1-JUL-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-04;1221;HOTEL LE MERIDIEN BARCELONA;4;CAMPANA COCINA SOTANO -1      ;2007; 1-JUL-27;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-11;2991;HOTEL EMPORDA GOLF CLUB;1;CAMPANA FREIDORAS;; 1-ENE-17;Lote L-6089; 1-OCT-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-11;2991;HOTEL EMPORDA GOLF CLUB;2;CAMPANA PARRILLA;; 1-ENE-17;Lote L-6089; 1-OCT-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-11;2991;HOTEL EMPORDA GOLF CLUB;3;CAMPANA HORNOS;; 1-ENE-17;Lote L-6089; 1-OCT-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-11;2991;HOTEL EMPORDA GOLF CLUB;4;CAMPANA PARED 1,50 m;; 1-ENE-17;Lote L-6089; 1-OCT-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-14;1395;REST. BARNABIER;1;CAMPANA CENTRAL 2 MTS         ;003398              ; 1-DIC-16;L-6089 Oct-06  ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-15;3010;REST. NOU MARTI;1;CAMPANA PARED 4 m;; 1-DIC-16;LOTE L-6089; 1-OCT-06;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
SF-2007-01-19;3040;HOTEL VINCCI TENERIFE GOLF;1;CAMPANA CENTRAL 3 m ;2006                ; 1-DIC-26;LIQUIDO AZUL HE; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
