NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-42;0023074;B.K.17860 - CORNELLA * SPLAU;1;CAMPANA FREIDORAS;2010; 1-OCT-20;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-42;0023074;B.K.17860 - CORNELLA * SPLAU;2;CAMPANA BROILER;2010; 1-OCT-20;L-0027; 1-MAR-10;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-420;0023440;B.K.26875 - OLIVA ;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-MAR-30;LIQUIDO AZUL HE; 1-DIC-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-421;0023441;B.K.14309 - ALMERIA Pß DE LA RAMBLA;1;CAMPANA FREIDORAS;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-421;0023441;B.K.14309 - ALMERIA Pß DE LA RAMBLA;2;CAMPANA BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-422;0023442;B.K.28126 - VALL DE UXO;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-MAY-30;L-9121; 1-OCT-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-423;0023443;B.K.28124 - LEON ALDI;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-JUN-30;LIQUIDO AZUL HE; 1-JUN-20;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-424;0023453;B.K.28394 - DOS HERMANAS ENTRENUCLEOS;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-NOV-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-425;0023444;B.K.28483 - LLANO CASTELLANO;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-JUN-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-426;0023446;B.K.26901 - LAS ROZAS LIDL;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-SEP-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-427;0023445;B.K.27722 - SABADELL IKEA ;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-SEP-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-428;0023447;B.K.14828 - EL BOULEVARD;1;CAMP.FREIDORAS Y CAMP.BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-429;0023448;B.K.19424 - ARECHA LETA;1;CAMP.FREIDORAS Y CAMP. BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-43;0023085;B.K.21572 - GAVA CC BARNASUD;1;CAMPANA FRANKE;2015; 1-FEB-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-430;0023426;B.K.27024 - CHICLANA Q8;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-SEP-30;LIQUIDO AZUL HE; 1-MAY-20;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-431;0023449;B.K.27409 - MAJADAHONDA;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-432;0023450;B.K.28125 - PRADO DE LA VEGA;1;CAMP.FREIDROAS Y CAMP. BROILER;2020; 1-OCT-30;LIQUIDO AZUL HE;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-433;0023451;B.K.28704 - SJ AZNALFARACHE CARREFOUR;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-434;0023452;B.K.26938 - CIUDAD DE QUESADA ALICANTE;1;CAMP.FREIDORAS Y CAMP. BROILER;2014; 1-JUL-24;L-3118;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-435;0023454;B.K.28395 - RIPOLLET ;1;CAMP.FREIDORAS Y CAMP. BROILER;2020; 1-DIC-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-436;0023457;B.K.18779 - PUERTO VENECIA;1;CAMPANA FREIDORAS;2012; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-436;0023457;B.K.18779 - PUERTO VENECIA;2;CAMPANA BROILER;2012; 1-ABR-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-437;0023458;B.K.25905 - PUERTO VENECIA FS;1;CAMPANAS FREIDORAS;2017; 1-MAR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-437;0023458;B.K.25905 - PUERTO VENECIA FS;2;CAMPANA BROILER;2017; 1-MAR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-438;0023459;B.K.28705 - CREVILLENTE;1;CAMP.FREIDORAS Y CAMP.BROILER;2021; 1-FEB-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-439;0023461;B.K.28702 - FERROL;1;CAMP. FREIDORAS Y CAMP.BROILER;2021; 1-FEB-31;LIQUIDO AZUL HE; 1-OCT-20;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-44;0023048;B.K.18077 - MURCIA V * ZARAICHE;1;CAM. FREIDORA + CAM. BROILER;2011; 1-MAY-31;LIQUIDO AZUL HE; 1-MAY-21;
;;;;;2011; 1-MAY-31;LIQUIDO AZUL HE; 1-MAY-21;
;;;;;;         ;;         ;
MTO/BKQ-440;0023462;B.K.28756 - PALACIO HOMES;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-FEB-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-442;0023469;B.K.28707 - ECIJA GENIL;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-ABR-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-443;0023435;B.K.27724 - SANTA PERPETUA;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-DIC-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-444;0023475;B.K.15645 - RONDA GALICIA;1;CAMPANA PARED 2,90 MTS        ;2004-2005           ; 1-JUN-31;L-6013 DE Feb-0;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-445;0023464;B.K.14786 - TRAVES÷A;1;CAMPANA FREIDORAS (4)         ;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-445;0023464;B.K.14786 - TRAVES÷A;2;CAMPANA BROILER               ;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-446;0023470;B.K.17441 - OURENSE;1;CAMPANAS FREIDORAS ;2008; 1-ABR-31;LIQUIDO AZUL HE; 1-ABR-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-446;0023470;B.K.17441 - OURENSE;2;CAMPANA BROILER;2008; 1-ABR-31;LIQUIDO AZUL HE; 1-ABR-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-447;0023471;B.K.24396 - VIGO;1;CAMP. FREIDORAS Y CAMP.BROILER;2017; 1-OCT-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-448;0023472;B.K.26896 - MOS;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-449;0023473;B.K.27113 - FONSILL‡N;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-45;0023049;B.K.18147 - FINESTRAT * FREESTANDING;1;CAMP. FREIDORAS +CAMP. BROILER;2011; 1-MAY-31;LIQUIDO AZUL HE; 1-MAY-21;
;;;;;2011; 1-MAY-31;LIQUIDO AZUL HE; 1-MAY-21;
;;;;;;         ;;         ;
MTO/BKQ-450;0023455;B.K.27425 - PONTEVEDRA ;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-451;0023474;B.K.14603 - SENRA;1;CAMPANA FREIDORAS (4)         ;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-451;0023474;B.K.14603 - SENRA;2;CAMPANA BROILER               ;2020; 1-OCT-30;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-452;0023476;B.K.18962 - CANCELAS;1;CAMP.FREIDORAS Y CAMP. BROILER;2017; 1-ABR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-453;0023477;B.K.22727 - SANXENXO ;1;CAMP.FREIDOREAS Y CAMP.BROILER;2017; 1-OCT-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-454;0023478;B.K.24518 - SANTIAGO ;1;CAMP.FREIDORAS Y CAMP. BROILER;2012; 1-OCT-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-455;0023479;B.K.25163 - AGRELA;1;CAMP.FREIDORAS + CAMP. BROILER;2017; 1-OCT-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-456;0023480;B.K.14474 - ODE‡N;1;CAMPANA FREIDORAS (4)         ;                    ; 1-OCT-29;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-456;0023480;B.K.14474 - ODE‡N;2;CAMPANA BROILER               ;                    ; 1-OCT-29;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-457;0023481;B.K.19728 - BOIAL;1;CAMP.FREIDORAS + CAMP BROILER;2012; 1-OCT-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-458;0023482;B.K.20608 - AS TERMAS;1;CAMP.FREIDORAS + CAMP.BROILER;2014; 1-ABR-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-459;0023483;B.K.21068 - ABELLA;1;CAMP. FREIDORAS + CAMP.BROILER;2014; 1-OCT-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-46;0023050;B.K.18073 - VALENCIA VIII * CORTS;1;CAMP.FREIDORAS+CAMP.BROILER;2011; 1-JUN-21;L-1014; 1-FEB-11;
;;;;;2011; 1-JUN-11;L-1014; 1-FEB-11;
;;;;;;         ;;         ;
MTO/BKQ-460;0023484;B.K.23370 - ARTEIXO ;1;CAMP. FREIDORAS + CAMP.BROILER;2016; 1-OCT-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-461;0023485;B.K.27784 - PARQUE OLEIROS;1;CAMP.FREIDORAS + CAMP. BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-462;0023517;B.K.22724 - AVILA;1;CAMP.FREIDORAS + CAMP. BROILER;2016; 1-OCT-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-47;3863006;B.K. 18512 - SABADELL * Ram¢n Llull;1;C. FREIDORAS + C. BROILER;2011; 1-JUL-21;LIQUIDO NUEVO; 1-MAR-11;
;;;;;2011; 1-JUL-21;LIQUIDO NUEVO; 1-MAR-11;
;;;;;;         ;;         ;
MTO/BKQ-478;0023500;B.K.10565 - GRAN CASA;1;CAMPANA FREIDORAS             ;2018; 1-ABR-28;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-478;0023500;B.K.10565 - GRAN CASA;2;CAMPANA BROILER               ;2018; 1-ABR-28;                    ;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-479;0023501;B.K.29465 - PLAZA IMPERIAL;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-OCT-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-48;0023134;B.K. 15053 - Avda. del Puerto - VALENCIA;1;CAMPANA FREIDORA;2008; 1-JUN-28;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-48;0023134;B.K. 15053 - Avda. del Puerto - VALENCIA;2;CAMPANA BROILER;; 1-JUN-28;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-480;0023502;B.K.18781 - HISPANIDAD ;1;CAMPANA FREIDORAS;2012; 1-ABR-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-480;0023502;B.K.18781 - HISPANIDAD ;2;CAMPANA BROILER 1;2012; 1-ABR-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-480;0023502;B.K.18781 - HISPANIDAD ;3;CAMPANA BROILER 2;2017; 1-ABR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-481;0023503;B.K.22214 - GOYA ZARAGOZA;1;CAMPANA FREIDORAS;2015; 1-OCT-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-481;0023503;B.K.22214 - GOYA ZARAGOZA;2;CAMPANA BROILER;2015; 1-OCT-25;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-482;0023504;B.K.25164 - CASTELAR ;1;CAMP.FREIDORAS Y CAMP. BROILER;2017; 1-ABR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-483;0023505;B.K.18789 - MIRANDA;1;CAMP.FREIDORAS Y CAMP. BROILER;2014; 1-OCT-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-49;0023053;B.K.15808 - CASTELLON I * C.C. SALERA;1;CAMPANA BROILER + FREIDORAS;2006; 1-SEP-26;liquido azul he; 1-SEP-17;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-497;0023467;B.K. 26307 - ONTINYENT;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-MAR-31;LIQUIDO AZUL HE; 1-MAR-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-498;0023518;B.K.23777 - ZAMORA FS;1;CAMP.FREIDORAS Y CAMP. BROILER;2017; 1-ABR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-499;0023519;B.K.24115 - LA BA•EZA;1;CAMP.FREIDORAS Y CAMP. BROILER;2016; 1-ABR-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-50;0023054;B.K.16766 - CASTELLON II * LID'L;1;CAMPANA BROILER + FREIDORAS;2009; 1-MAR-29;liquido azul he; 1-MAR-19;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-500;0023520;B.K.24243 - CARBAJOSA DE LA SAGRADA;1;CAMP.FREIDORAS Y CAMP. BROILER;2018; 1-OCT-28;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-501;0023521;B.K.9451 - BURGOS;1;CAMPANA FREIDORAS;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-501;0023521;B.K.9451 - BURGOS;2;CAMPANA BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-502;0023522;B.K.21067 - ECI BURGOS;1;CAMPANA FREIDORAS;2014; 1-ABR-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-502;0023522;B.K.21067 - ECI BURGOS;2;CAMPANA BROILER;2014; 1-ABR-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-503;0023523;B.K.21277 - ARANDA;1;CAMPANA FREIDORAS;2014; 1-OCT-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-503;0023523;B.K.21277 - ARANDA;2;CAMPANA BROILER;2014; 1-OCT-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-504;0023524;B.K.25927 - CHAPITELES;1;CAMPANA FREIDORAS;2017; 1-OCT-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-504;0023524;B.K.25927 - CHAPITELES;2;CAMPANA BROILER;2017; 1-OCT-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-505;0023525;B.K.27114 - CALLE VITORIA;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-OCT-29;;         ;
;;;;;2019; 1-OCT-29;;         ;
;;;;;;         ;;         ;
MTO/BKQ-505;0023525;B.K.27114 - CALLE VITORIA;2;CAMPANA BROILER;2019; 1-OCT-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-506;0023526;B.K.14673 - SAN FRANCISCO;1;CAMP.FREIDORAS Y CAMP. BROILER;2019; 1-ABR-29;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-507;0023527;B.K.15125 - ESPACIO;1;CAMP.FREIDORAS Y CAMP. BROILER;2017; 1-ABR-27;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-508;0023528;B.K.19090 - CARREFOUR CASTILLA;1;CAMP.FREIDORAS Y CAMP. BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-509;0023529;B.K.28760 - GAVILANES;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-ABR-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-51;0023056;B.K.18240 - HOSPITALET//CARRILET;1;CAMP. FREIDORAS Y CAMP BROILER;2011; 1-NOV-21;L1069; 1-SEP-11;
;;;;;2011; 1-NOV-21;L1069; 1-SEP-11;
;;;;;;         ;;         ;
MTO/BKQ-510;0023460;B.K.19090 - CARREFOUR CASTILLA;1;;2012; 1-OCT-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-513;0023530;B.K.28940 - ALAQUAS;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-MAY-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-515;0023534;B.K.29021 - HELL÷N;1;CAMP.FREIDOREAS Y CAMP.BROILER;2021; 1-MAY-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-517;0023536;B.K.28965 - MERCATENERIFE;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-JUN-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-518;0023537;B.K.28942 - LLANO ALEGRE ;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-JUL-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-519;0023535;B.K.29112 - BARAKALDO LOS FUEROS;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-JUL-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-52;0023072;B.K.18466 - SANTA COLOMA;1;CAMP. FREIDORA + CAMP. BROILER;2012; 1-FEB-22;L-1074; 1-AGO-11;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-520;0023538;B.K.29025 - ALFARA DEL PATRIARCA ;1;CAMP. FREIDORAS Y CAMP.BROILER;2021; 1-JUL-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-521;0023539;B.K.29012 - ALGEMES÷;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-AGO-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-523;0023544;B.K.29419 - LAS DUNAS ;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-NOV-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-524;0023540;B.K.29421 - CC MIRADOR GRAN CANARIA ;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-AGO-31;LIQUIDO AZUL HE; 1-AGO-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-525;0023542;B.K.29201 - ARMILLA CRISTOBAL COLON;1;CAMP. FREIDORAS Y CAMP.BROILER;2021; 1-AGO-31;LIQUIDO AZUL HE; 1-AGO-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-527;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-527;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP.BROILER;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-528;0023545;B.K.29195 - REUS FS;1;CAMP.FREIDORAS Y CAMP.BROILER;2021; 1-SEP-31;LIQUIDO AZUL HE; 1-SEP-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-529;0023546;B.K.29306 - VIGO PIZARRO;1;CAMP. FREIDORAS Y CAMP.BROILER;2021; 1-OCT-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-53;0023058;B.K.18305 - MASSALFASSAR;1;CAMP. FREIDORAS+CAMP. BROILER;2012; 1-FEB-32;liquido azul he; 1-FEB-22;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-530;0023547;B.K.29417 - SAN FULGENCIO;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-OCT-31;LIQUIDO AZUL HE; 1-OCT-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-531;0023548;B.K.29604 - CA•AVERAL MIGUEL DELIBES;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-OCT-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-532;0023552;B.K.18788 - PLAZA ESPA•A;1;CAMP.FREIDORAS Y CAMP. BROILER;2012; 1-OCT-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-533;0023550;B.K.15593 - CAPUCHINOS;1;CAMP.FREIDORAS Y CAMP. BROILER;2005; 1-DIC-31;LIQUIDO AZUL HE; 1-DIC-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-534;0023553;B.K.18967 - JESUS DE MONASTERIO;1;CAMP.FREIDORAS Y CAMP. BROILER;2012; 1-ABR-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-535;0023551;B.K.16385 - PORTUGALETE;1;CAMP. FREIDORAS Y CAMP.BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-536;0023549;B.K.14996 - ALISAL;1;CAMP.FREIDORAS Y CAMP. BROILER;2014; 1-OCT-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-537;0023556;B.K.29409 - ARRECIFE ARGANA ;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-NOV-31;LIQUIDO AZUL HE; 1-NOV-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-538;0023558;B.K.29194 - AZUQUECA ELECTRONICA;1;CAMP.FREIDORAS Y CAMP.BROILER;2021; 1-NOV-31;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-539;0023557;B.K.29614 OCA•A - MADRID;1;CAMP.FREIDORAS Y CAMP. BROILER;2021; 1-DIC-31;LIQUIDO AZUL HE; 1-NOV-21;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-54;0023057;B.K.18502 - VALENCIA IX * TRES FORQUES;1;CAMP.FREIDORA+CAMP. BROILER;2012; 4-FEB-32;LIQUIDO AZUL HE; 1-FEB-22;
;;;;;2012; 1-FEB-32;LIQUIDO AZUL HE; 1-FEB-22;
;;;;;;         ;;         ;
MTO/BKQ-540;0023564;B.K.14986 - VALDEPE•AS;1;CAMP.FREIDORAS Y CAMP. BROILER;2016; 1-DIC-26;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-541;0023560;B.K.19976 - LERIDA DOS;1;CAMP.FREIDORAS Y CAMP. BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;1;CAMPANA FREIDORAS;2013; 1-DIC-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;2;CAMPANA BROILER 1;2013; 1-DIC-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-542;0023561;B.K.19468 - PLAYA DE ARO;3;CAMPANA BROILER 2;2013; 1-DIC-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-543;0023562;B.K.19723 - VIC;1;CAMP.FREIDORAS Y CAMP. BROILER;2013; 1-DIC-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-544;0023563;B.K.19031 - SALT;1;CAMPANA FREIDORAS;2012; 1-DIC-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-544;0023563;B.K.19031 - SALT;2;CAMPANA BROILER ;2012; 1-DIC-22;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-545;0023568;B.K.19536 - TOLEDO ZOCODOVER;1;CAMPANA FREIDORA;2013; 1-SEP-23;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-545;0023568;B.K.19536 - TOLEDO ZOCODOVER;2;CAMPANA BROILER;2013; 3-ENE-32;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-546;0023565;B.K.20561 - CALELLA;1;CAMP. FREIDOREAS Y CAMP.BROILR;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-547;0023566;B.K.19267 - LERIDA 1;1;CAMP.FREIDORAS Y CAMP. BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-548;0023567;B.K.20953 - IGUALADA;1;CAMP.FREIDORAS Y CAMP. BROILER;;         ;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-549;0023569;B.K.15109 - LUZ DEL TAJO (TOLEDO);1;CAMPANA FREIDORAS;2014; 1-SEP-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
MTO/BKQ-549;0023569;B.K.15109 - LUZ DEL TAJO (TOLEDO);2;CAMPANA BROILER;2014; 1-SEP-24;;         ;
;;;;;;         ;;         ;
;;;;;;         ;;         ;
