NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE DEP.;FE.CAMBIO DEP.;NUM.LOTE;FE.LOTE;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;TIPO CAMPANA;DESCR. CAMP.;TIPO BOQUILLA CAMP;NUM.BOQUILLAS;VALOR BOQUILLAS;PUNTOS;
;0023043;B.K.10136 - TORREVIEJA 2 PLAYA;2;CAMPANA BROILER               ; 1-AGO-96; 1-ABR-13;ANSUL          ;  0;  0;  0;Ansul               ; 1-ENE-13;Ansul               ;         ;;         ;;         ;;         ;;         ;Americano LT30      ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023043;B.K.10136 - TORREVIEJA 2 PLAYA;3;CAMPANA FREIDORAS (3)         ;15-JUL-99; 1-ABR-13;SF/P 260       ;  9;  0;  0;1198536 feb-05      ; 1-DIC-15;L-5069 Jul-05  ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023043;B.K.10136 - TORREVIEJA 2 PLAYA;4;CAMPANA BROILER               ;15-JUL-99; 1-ABR-13;SF/P 260       ;  5;  0;  0;1109618*10-02-05    ; 1-DIC-15;L-5050 jun-05  ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3270001;B.K.8530 IBIZA CENTRO;1;CAMPANA FREIDORAS (4)         ; 5-ABR-05; 3-DIC-16;ANSUL          ; 11;  4;  6;                    ; 1-ABR-15;L-0027; 1-MAR-10;;         ;;         ;;         ;;         ;LT-30;080801;S-001595;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;COLEGIO JOAN VENY I CLAR;2;CAMPANA BROILER               ;13-MAR-01;19-ABR-17;ANSUL          ;  7;  1;  4;                    ;30-ABR-22;                    ;         ;;         ;;         ;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3765;RESTAURANTE GALICIA;1;CAMPANA PARED                 ;17-MAR-04;         ;SF/A 300       ; 11;  3;  7;2004; 1-MAR-14;                    ;         ;;         ;;         ;;         ;;         ;80992     ;031001;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 6 FUEGOS               ;L1F  ;  1;  1;  1;PARED  ;COCINA 6 FUEGOS               ;L245 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0638002;HOTEL TRYP REY PELAYO;3;CONDUCTO;23-DIC-99;15-AGO-16;SF/P 260       ;  4;  1;  4;Nß02095;         ;;18-ABR-06;;         ;;         ;;         ;;         ;;;;OTROS  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  4;  1;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0685035;BK 14388 AEROPUERTO DE IBIZA;2;CAMPANA BROILER; 1-SEP-02;18-OCT-18;ANSUL          ;  7;  2;  4;2012;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3154;HOTEL BARCELO - OVIEDO;2;CAMPANA ESPECIAL BUFFET; 7-AGO-07;28-FEB-19;SF/A 300       ;  6;  3;  5;2007; 1-MAR-27;LIQUIDO AZUL; 1-MAR-18;;         ;;         ;;         ;;         ;LT-30;070101;S-004515;OTROS  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;OTROS  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;OTROS  ;COCINA 2 FUEGOS               ;L1F  ;  1;  1;  1;OTROS  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2305;REST. EL REY DE LA GAMBA I;3;SISTEMA DESMONTADO!!!!!!!;19-MAR-98; 3-NOV-16;SF/P 260       ;  0;  0;  0;; 1-MAR-10;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4620;REST. FEROZ;1;CAMPANA CENTRAL;12-MAR-08;17-DIC-17;SF/A 300       ; 11;  3;  8;2007;         ;L7051; 1-MAY-07;;         ;;         ;;         ;;         ;;061101;005542;CENTRAL;CONDUCTO EXTRACCI‡N           ;1100 ;  3;  1;  3;CENTRAL;COLECTOR FILTROS CENTRAL      ;L1N  ;  2;  1;  2;CENTRAL;SUPERFICIE                    ;L245 ;  3;  2;  6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1669001;BURGER KING MANACOR;2;CAMPANA BROILER;15-JUN-05; 8-ABR-16;ANSUL          ;  5;  1;  4;; 1-JUL-15;;         ;;         ;;         ;;         ;;         ;;;;OTROS  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;OTROS  ;COLECTOR FILTROS              ;L1N  ;  1;  1;  1;OTROS  ;BROILER                       ;L1W  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4069003;BK 19469 - MAGALLUF;2;CAMPANA BROILER;26-MAR-14;26-JUL-14;SF/A 300       ;  4;  0;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L1N  ;  1;  1;  1;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L1N  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023052;B.K.16034 - BENICARLO * Costa Azahar;1;CAMPANA FRANKE FREIDO + BROILE;         ;         ;ANSUL          ; 18;  5; 10;2006; 1-MAR-16;;         ;;         ;;         ;;         ;;         ;DOBLE TANK;060401;S-175051;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  2;  2;  4;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4142;REST. EL FILANDON;4;CAMPANA PARED 2¶ PLANTA; 5-AGO-11;23-JUN-21;SF/P 260       ;  8;  3;  8;091715 FE. 19/2/09; 1-AGO-21;APC; 1-ABR-11;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  2;  1;  2;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  4;  1;  4;PARED  ;FOGON PAELLERO                ;R    ;  1;  1;  1;PARED  ;FOGON PAELLERO                ;R    ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0685035;BK 14388 AEROPUERTO DE IBIZA;4;CAMPANA BROILER; 1-SEP-02;18-OCT-18;ANSUL          ;  7;  2;  4;2012;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023086;B.K.14413 - HOSPITALET * GRAN VIA 2;2;CAMPANA BROILER;         ;17-SEP-15;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023081;B.K.13680 - MANRESA;2;CAMPANA BROILER;         ; 9-ABR-15;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023087;B.K.14252 - MATARO;2;CAMPANA BROILER;         ; 4-DIC-15;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023078;B.K.11194 - SANT CUGAT;2;CAMPANA BROILER;         ; 8-MAR-15;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023080;B.K.13682 - TERRASSA 2 FS;2;CAMPANA BROILER;         ;19-SEP-15;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023108;B.K.17492 - VILAFRANCA DEL PENEDES;2;CAMAPANA BROILER;         ;18-SEP-15;SF/A 300       ;  7;  1;  4;2010; 1-MAR-20;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023082;B.K.13998 - BLANES;2;CAMPANA BROILER;         ; 7-ABR-15;ANSUL          ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023088;B.K.14932 - BARCELONA - L'ILLA DIAGONAL ;2;CAMPANA BROILER; 1-ENE-04; 1-MAY-14;SF/A 300       ;  7;  2;  4;2004; 1-MAY-14;;         ;;         ;;         ;;         ;;         ;LT-30;030701;S-001014;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023077;B.K.13024 - CABRERA DE MAR;2;CAMPANA BROILER;         ;17-NOV-17;SF/A 300       ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023110;B.K.9668 - HOSPITALET * C.C. LA FARGA;2;CAMPANA BROILER;         ;11-MAY-16;ANSUL          ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023109;B.K.16474 - CUNIT;2;CAMPANA BROILER;         ; 9-DIC-14;ANSUL          ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023102;B.K.7605 - MADRID * CC.GRAN V. HORTALEZA;2;CAMPANA BROILER;         ;15-JUL-15;ANSUL          ;  7;  1;  4;2009; 1-JUL-19;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023097;B.K.16445 - MADRID * ISLA AZUL;2;CAMPANA BROILER;         ;26-JUL-16;ANSUL          ;  7;  1;  4;2008; 1-SEP-18;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023105;B.K.13679 - EL ESCORIAL;2;CAMPANA BROILER;         ;29-ENE-16;ANSUL          ;  7;  1;  4;ROJO;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023091;B.K.7207 - MADRID * BRAVO MURILLO;2;CAMPANA BROILER;         ;18-DIC-14;ANSUL          ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L2W  ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2248;FUNDACIO ESADE - EDIFICIO 2;3;CAMP. PLANCHA Y CAMP. PARED;         ;17-NOV-17;SF/A 300       ;  0;  0;  0;2008;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2248001;FUNDACIO ESADE - EDIFICIO 3;7;CAMPANA B;         ;17-NOV-17;OTROS          ;  0;  0;  3;2003;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0127052;VIENA CABRERA;;COCINA;25-SEP-15;         ;SF/P 600       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3114001;B.K. FREE STANDING CARCAIXENT;2;BROILER;14-DIC-15;         ;SF/A 300       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3114001;B.K. FREE STANDING CARCAIXENT;2;BROILER;14-DIC-15;         ;SF/A 300       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023174;B.K. 21677 - MOSTOLES ELSOTO;2;CAMPANA BROILER;         ;23-OCT-18;;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2068001;CENTRE BANC SABADELL EDIFICI 3607;4;Campana Pared (COCINA LIVING);         ;27-ABR-18;OTROS          ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0127006;VIENA FILADORS SABADELL;;;         ;         ;;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0127058;VIENA - C/ Advocat Cirera, 1;2;CAMPANA CENTRAL + CAMOANA PARE;31-JUL-17;10-OCT-20;SF/P 450       ; 10;  5;  8;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  2;  1;  2;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  3;  1;  3;PARED  ;FUEGOS ELECTRICOS             ;F    ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;ADP  ;  1;  1;  1;PARED  ;PLANCHA ACEITE                ;F    ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;4784;EME CATEDRAL HOTEL;1;CAMPANA CENTRAL;         ; 1-JUN-19;SF/P 400       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023297;B.K.15168 - MARIA AUXILIADORA;2;CAMPANA BROILER;         ; 1-OCT-19;ANSUL          ;  7;  1;  4;;         ;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L2W  ;  1;  2;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  1;  1;  1;PARED  ;BROILER                       ;L245 ;  2;  2;  4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3659;;2;CAMPANA HORNOS Y FREIDORA ;         ;         ;SF/P 600       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0023414;B.K.26732 - AVDA. DE BURGOS FS;;;         ;10-DIC-19;SF/A 300       ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;3922002;RESIDENCIA ASISTIDA;1;CAMPANA;         ;31-OCT-12;ANSUL          ;  0;  0;  0;;         ;;         ;;         ;;         ;;         ;;         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
----;2305;REST. EL REY DE LA GAMBA I;1;CAMPANA PLANCHA               ;19-MAR-98;17-NOV-22;SF/P 450       ; 14;  6; 11;2020; 1-NOV-30;LIQUIDO AZUL HE; 1-OCT-20;;         ;;         ;;         ;;         ;                    ;;                    ;CENTRAL;CONDUCTO EXTRACCI‡N           ;ADP  ;  3;  1;  3;CENTRAL;COLECTOR FILTROS PARED        ;ADP  ;  2;  1;  2;CENTRAL;FREIDORA                      ;F    ;  3;  2;  6;CENTRAL;PLANCHA HIERRO                ;ADP  ;  3;  1;  3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
----;2305;REST. EL REY DE LA GAMBA I;2;CAMPANA DE PARED FOGONES;19-MAR-98;17-NOV-22;SF/P 450       ; 20;  7; 19;nß01172412 f.22/6/17; 1-SEP-27;LIQUIDO AZUL HE; 1-SEP-17;sf/P 260; 1-SEP-27;LIQUIDO AZUL HE; 1-SEP-17;;         ;;         ;                    ;;                    ;PARED  ;CONDUCTO EXTRACCI‡N           ;ADP  ;  4;  1;  4;PARED  ;COLECTOR FILTROS PARED        ;ADP  ;  3;  1;  3;PARED  ;FREIDORA                      ;F    ;  1;  2;  2;PARED  ;COCINA 2 FUEGOS               ;R    ;  1;  1;  1;PARED  ;COCINA 4 FUEGOS               ;R    ;  2;  1;  2;PARED  ;COCINA 6 FUEGOS               ;R    ;  6;  1;  6;PARED  ;PARRILLA CARBON VOLCANICO     ;ADP  ;  2;  1;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
...;1553004;HOTEL FOXA - TRES CANTOS;1;CAMPANA PARED COCINA Nß1;13-JUN-05; 1-ENE-08;SF/A 300       ; 14;  4;  9;; 1-JUN-11;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;OTROS                         ;L3N  ;  1;  3;  3;PARED  ;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
...;1553004;HOTEL FOXA - TRES CANTOS;2;CAMPANA PARED COCINA Nß 2;13-JUN-05; 1-ENE-08;SF/A 300       ; 14;  4;  9;; 1-JUN-11;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  4;  2;  8;PARED  ;SARTEN BASCULANTE             ;L230 ;  1;  2;  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
...;1553004;HOTEL FOXA - TRES CANTOS;3;CAMPANA PARED COCINA Nß3;13-JUN-05; 1-ENE-08;SF/A 300       ; 11;  3;  8;; 1-JUN-11;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;CONDUCTO EXTRACCI‡N           ;L1W  ;  2;  1;  2;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
...;1553004;HOTEL FOXA - TRES CANTOS;4;CAMPANA PARED COCINA Nß4;13-JUN-05; 1-ENE-08;SF/A 300       ; 11;  4;  8;; 1-JUN-11;;         ;;         ;;         ;;         ;;         ;;;;PARED  ;COLECTOR FILTROS PARED        ;L1N  ;  2;  1;  2;PARED  ;PLENUM                        ;L1N  ;  2;  1;  2;PARED  ;FREIDORA                      ;L230 ;  2;  2;  4;PARED  ;COCINA 4 FUEGOS               ;L245 ;  1;  2;  2;PARED  ;PLANCHA CROMO/FRY TOP         ;L1N  ;  1;  1;  1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
